date,tweet,label
2019-01-29,e uma mistura das palavras  e . e um neologismo.  significa quem gosta muito da cidade de  e a .,
2019-01-29,o mes de janeiro chega hoje ao seu 76deg dia ... para alguns especialistas ele deve terminar daqui 2 dias ... mais nada e  certo ainda ...seguimos no impasse,
2019-01-30,tenha fe:  na sua religiao; na terapia; nos medicamentos prescritos; no profissional de saude mental; no tratamento; no desabafo; no tempo; em voce   tudo vai ficar bem.,
2019-01-30,e assim foi... meditacao perfumada comunicacao nao violenta ecologia mental e presencas ilustres!  so sucesso...,
2019-01-30,"ii seminario de saude mental e universidade.  conferencia: as dimensoes corpo, genero e sexualidade nas praticas de saude mental.     ",
2019-01-30,ligue 188 centro de valorizacao da vida ;),
2019-01-30,entrei em contato com o chat do cvv (centro de valorizacao da vida) e estou em 69o na fila de espera para atendimento. a gente nunca espera que mais pessoas possam estar precisando conversar.,
2019-01-30,"amores cuidem de voces todos os dias. se as coisas nao estao bem e voce nao sabe por onde comecar, ligue pro 188 - o centro de valorizacao a vida esta 24 horas pronto pra te ouvir e te ajudar da melhor forma possivel. ",
2019-01-30,quando voce acha que a superacao da perda do teu pai esta em processo de cicatrizacao vem esta tragedia em  e te detona por inteiro.,
2019-01-30,"loja positiva, loja center modas, panificadora ki-delicia, marquinhos lanche, mister sorvetes, drogaria sao bento, cacula modas, pegue pague supermercado jardim, gil papelaria, loja desafio, celia modas e drogaria santo antonio. todos apoiaram a causa! ",
2019-01-30,todo mes tem um. pra uma pequena cidade e algo que nao estao tomando de conta nem com o,
2019-01-30,"  hahahaha&gt;o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias.",
2019-01-31,janeiro branco!,
2019-01-31,e que tal um lobby forte para a colocacao de psicologos em todas as escolas do pais? ( nao e por agrupamento...) bom dia!!,
2019-01-31," e criminoso de fato. condenado pela justica.  para os ""cumpanherus"" ele e um ""orfao"" a ser adotado.        ",
2019-01-31," amiga, ele trabalhou um tempo em um centro de valorizacao da vida",
2019-01-31,obrigado a todos que seguem o nosso perfil estamos sempre presente na luta por uma sociedade sem manicomios com o objetivo de um dia sermos referencia no cuidado em liberdade,
2019-01-31,"nao jogue as suas frustracoes debaixo do tapete. descubra o que te faz feliz, voce tem que se conhecer. seja feliz! venca os seus medos. palestra transtorno da ansiedade. ",
2019-01-31,"palestra super construtiva com nossa querida patricia,   muita informacao para o departamento infantil, sempre crescer na obra de deus.",
2019-01-31,o hospital hti agradece a todos os colaboradores que direto ou indiretamente contribuiram e abracaram a acao janeiro branco. aqui tem calor humano  (86) 3215-6700        # bem-estar   $hospitalhti,
2019-01-31,hoje e o dia do abraco para saude mental... sempre bom ser gentil com as pessoas pois nao sabemos as lutas que as pessoas enfrbtam$ um abraco a todos,
2019-01-31,"nunca te achiques para caber. oli peralta. , , , ",
2019-01-31,janeiro branco e puro amor!,
2019-02-01,"e se voce estiver precisando desabafar, ligue para o telefone 141 do cvv - centro de valorizacao da vida, que mantem um programa de prevencao ao suicidio baseado na doacao da amizade. alem disso, confie em deus, pois ele deseja a felicidade de todos os seus filhos.",1
2019-02-02,entao vamos cumprir o ide do senhor,0
2019-02-02,"em pensar que esses dias eu acabei chegando ao seu insta, vi suas fotos e pensei em como vc parecia feliz, tao linda e cheia de vida e agora me deparo com essa noticia. irei rezar pela sua alma, paula.   ",1
2019-02-02," nao e a toa que esta crescendo a prevalencia de pessoas ansiosas. devido ao fato de nao conseguirem relaxar, dar conta de tudo...de viver cada momento.... ",1
2019-02-03,e tals,0
2019-02-03,"hoje pode ser o primeiro dia da sucessao de coisas maravilhosas que vao te acontecer, aguenta firme! ",0
2019-02-04,hoje e o dia mundial de combate ao cancer e quero deixr um lembrete para voces mantenham habitos saudaveis para a prevencao da doenca e mantenham seus exames em dia!   #...,1
2019-02-04,"""o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias.""  ligue 188, espero que ajude &lt;3",1
2019-02-05,"como voce ta? se voce ta passando por um periodo dificil emocionalmente, pode ligar de graca para o 188, o centro de valorizacao da vida.",
2019-02-05,"acabei de ligar pra o 188 (cvv - centro de valorizacao da vida) e a rose me salvou de uma crise. obrigada rose, voce salvou a minha madrugada!",
2019-02-05,"mudar a forma de olhar para os outros e para as coisas, muda todo o seu mudo! ",
2019-02-06,ja disponivel  no .,
2019-02-06,quem tem problemas mentais e atendido nos caps. como deve ser a estrutura do caps? quem supervisiona os caps?,
2019-02-06,nota tecnica 11/2019 do  foi divulgada e o retrocesso a   oficializado. hospital psiquiatrico reincluido na assistencia; caps nao e mais considerado modelo de assistencia; eletroconvulsoterapia; politica de drogas abandona a reducao de danos.,
2019-02-06,"sentir-se so (de gente):  da angustia  te enobrece  te ensina  te faz perceber que o apego e mera ilusao da realidade  que nada bom vem da dependencia a nao ser que seja dependencia de conhecimento, leitura, musica e aprendizado.     ",
2019-02-06,imagina ser um suicida e alguem te mandar o numero do centro de valorizacao da vida,
2019-02-07,estar sozinho e diferente de solidao. estar sozinho precisa ser uma escolha real que te permita cuidar de sua saude mental; solidao pode indicar que voce precisa de ajuda para lidar com conteudos emocionais.,
2019-02-07,"nao julgue o sofrimento do outro, mas estenda a mao e tente ajuda-lo a encontrar forcas.            ",
2019-02-07,"verdade, gente. preciso twitter mais novamente. sinto como se estivesse faltando nas minhas sessoes de terapia. ",
2019-02-08,"vou marcar algumas @ s para na epoca do  jogar na cara, hipocrisia aqui nao!",
2019-02-08,"vc q ta com problemas emocionais,otima opcao e o num de tel 188.  centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atende voluntaria e gratuitamente todas as pessoas q querem e precisam conversar, sob total sigilo por tel, email e chat 24 h.",
2019-02-08," a volta com toda forca da industria da loucura que a reforma psiquiatrica tinha contido. mais lucro para os donos de manicomios e mais exclusao social e sofrimento para os pacientes, usados para enriquecer os empresarios da doenca mental. isso e vies ideologico. ",
2019-02-09,mais um sabado de pos,
2019-02-09,a verdade e que muitos profissionais de saude ainda nao aceitam a estrategia da reducao de danos. seria preciso cultivar bases + amplas (conquistar + mentes e ) para esses principios que confiam na capacidade das pessoas (profissionais e usuarios),
2019-02-10,"ao se conhecer voce passa a viver sua propria narrativa, sem medo de errar, chorar ou sofrer. desse modo, voce nao vive apenas para si mesmo, mas possibilita que o outro tambem seja livre para mostrar quem e!     ",
2019-02-10," cvv | centro de valorizacao da vida, disque 188 ou acesse o site para uma conversa online!",
2019-02-11,"busca o que te da prazer, o que te da alegria, o que te faz se sentir vivo!  ",
2019-02-11,"depressao nao e tristeza, depressao e muito mais que isso. afeta o dia-a-dia da pessoa, ela nao consegue realizar as atividades normais dela. perde-se a vontade de viver gente!  ",
2019-02-11,fevereiro 2019,
2019-02-12,nao negligenciem uma pessoa com depressao. e uma doenca e e real.,
2019-02-12,vou lutar ate o fim pelo meus pacientes!,
2019-02-12,um menino cometeu suicidio em cubatao e eu estou abismada com os tipos de comentarios na noticia. as pessoas pregam a empatia mas na pratica..,
2019-02-13,"acupuntura: doi e nao e pouco, mas ta me ajudando bastante no controle da ansiedade. recomendo para quem puder experimentar, especialmente quem ja tentou outros tratamentos.     ",
2019-02-13,uma bela quarta feira nublada e chuvosa. como voce se sente com dias como o de hoje?,
2019-02-13," liga no cvv o numero e 188  o cvv - centro de valorizacao da vida realiza apoio emocional, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias.   liga  ou entra no cite",
2019-02-13,"a distancia entre dois pontos sempre e nao necessariamente sera uma reta,mas vai sempre existir e pode ser tenue como entre a razao e a loucura.",
2019-02-13,"passa o ano inteiro sendo babaca com outras pessoas totalmente de graca pra chegar setembro e nao cala a boca sobre o  ne  chega de hipocrisia, quer mudanca comeca contigo porra",
2019-02-14,eu estou com muita raiva. vejo esse monte de gente com a campanha  nao sei oq. nos outros 11 meses do ano pisa nas pessoas! humilha. e impressionante! eu acho tragico! parece que as pessoas vao ter que ver acontecer pra acreditar! acordem antes que seja tarde!,
2019-02-14,"coloquei i hate myself and i want to die no google, para ver sobre a musica do nirvana, e antes dos resultados veio o telefone e o site do centro de valorizacao da vida hahahaha",
2019-02-14,"a live de ontem foi um sucesso! muito obrigado a todos! em breve teremos o ""quartas com abrasme"", trazendo a saude mental e a luta antimanicomial para o debate publico nas nossas redes sociais. aguardem!    ",
2019-02-15,o lado bom e ter certeza que tudo e passageiro se voce tiver forca o suficiente pra aguentar a chuva e esperar pelo sol novamente.,
2019-02-15," procura cvv 188(centro de valorizacao da vida),ou os pais p conversar!",
2019-02-15,"booooommm dia , quando a tristeza bater na porta, abra um belo sorriso e diga: desculpa , mais hoje a felicidade chegou primeiro!! que seja assim todos os dias  ",
2019-02-16,"nao jogue sua vida fora, nao desperdice seu tempo com ma qualidade de vida por causa dos seus problemas psiquicos/emocionais. enfrente-os e resolva-os. acredite, voce e forte o suficiente pra isso.    ",
2019-02-17,como ter uma boa saude mental se voce sofre por antecipacao e se estressa facil com voce mesma?,
2019-02-17,cvv. centro de valorizacao da vida. disque 181 e estarao prontos pra lhe escutar 24h/7d,
2019-02-17,"observem bem o amiguinho triste, mas tambem deem atencao ao animado. ninguem sabe o que ta acontecendo na vida do outro, mas as pessoas sempre deixam pistas     obrigada de nada",
2019-02-17,"depressao e voce querer fazer algo, pensar que seria bom, ou ter a necessidade de fazer e nao conseguir sair do quarto... nao e preguica, nao e drama, nao e doenca de rico, e coisa seria!  ",
2019-02-18,doacoes para cada pais serao destinadas para algum centro de valorizacao da vida.  q nem a cvv que temos aqui no brasil.,
2019-02-18,"a doenca e mensageira da saude. a dor e uma voz da vida, gritando para ser ouvida. ha uma historia sendo contada, e escutar e o primeiro passo para curar.     ",
2019-02-18,"  liga no 188. e o numero do cvv (centro de valorizacao da vida).  um servico completamente gratuito, realizado por voluntarios, que funciona 24h por dia, com a unica intencao de te manter viva!    eu sei o quanto e dificil, mas tenta so mais um dia.",
2019-02-18,"enfim, se eu controlei meu monstrinho da depressao vc tambem consegue! se precisar de ajuda pode me bipar em qualquer rede social, ou procura o cvv (centro de valorizacao a vida) eles podem ser uteis de uma forma que eu nao conseguiria ser. mas toqui pra quem precisar, eh nois",
2019-02-19," suicidio nao e legal. ligue 188, centro de valorizacao da vida",
2019-02-19,e do centro de valorizacao da vida,
2019-02-19,fazem 3 dias que estou me sentindo bem. 3 dias que a minha ansiedade me deixou em paz. bem que ela poderia tirar feiras de mim viu. nao sei como ela aguenta...,
2019-02-19,"poucas pessoas se importam realmente contigo. a maioria curte falar bonito em  e nao sei o que, mas nao se importam com quem ta do lado. enfiem a fitinha amarela no cu, voces so ligam pra alguem depois que a pessoa morre",
2019-02-20,cada dia minhas crises estao mais complicadas,
2019-02-20," hauahauahua o 188 centro de valorizacao da vida, amggg.  ",
2019-02-20," sim, mas eu acho que nesses casos eles podem ajudar no sentido de divulgar os meios de ajuda, entende? por exemplo pouca gente sabe que venancio tem uma sede do centro de valorizacao da vida porque a gente quase nao fala.. mas entendi tua colocacao e concordo.",
2019-02-20,hoje liguei pra o centro de valorizacao da vida me senti pior que antes,
2019-02-20,esperando setembro chegar para as pessoas lembrarem que depressao e suicidio existem e fingirem que se importam.,
2019-02-20," claro, no caso de suicidio o ideal e aconselhar de entrar em contato com o 188, que e o numero do centro de valorizacao da vida. so que existem varios sentimentos que fazem muito mal ficar guardando, sabe? tipo sentimento de vazio ou de insuficiencia, as vezes um problema +",
2019-02-20," chorei , vou me matar , no  vcs vao acender vela pra mim ? t_t",
2019-02-20,"toda minha forca e meus sentimentos a galera de venus, que esta passando por um dia mega dificil. perder uma pessoa que amamos e dificil demais, ainda mais quando essa teria uma vida toda pela frente...  ",
